filenamne,Text,keywords
Obes_Sci_Pract/PMC5729491.nxml,"I thank Brian Nosek for his feedback on the experimental design, N. Sriram for his assistance with the code and Mazharin Banaji for her comments on an earlier version of the manuscript.",design
Obes_Sci_Pract/PMC5598017.nxml,"We thank Britta Jux and the Clinic for Diagnostic Radiology, University Medical Center Schleswig‐Holstein, Kiel (Germany), for the help with MRI scanning.",scanning
Obes_Sci_Pract/PMC5649738.nxml,The authors thank all the test personnel for their work during the data collection and Professors Ingar M. Holme and Morten W. Fagerland for statistical guidance.,data;statistical
Obes_Sci_Pract/PMC5598021.nxml,"Ginger Carls, Edward Tuttle, Ruo‐Ding Tan and Jason Zhu are employees of Analysis Group, Inc., which has received consultancy fees from Intarcia Therapeutics.",analysis
Obes_Sci_Pract/PMC5598020.nxml,"We wish to acknowledge the contributions of Cassandra Lowe, Dimitar Kolev, Kimberley Luu, Fahd Munir and other members of the Social Neuroscience and Health Lab for their assistance with data collection.",data
Obes_Sci_Pract/PMC5598018.nxml,The author thanks Sarah Adam for her assistance with a part of the data collection.,data
Obes_Sci_Pract/PMC5598019.nxml,"We thank E. Birnie (Franciscus Gasthuis, Rotterdam, The Netherlands) for his help in statistical analysis.",analysis;statistical
Obes_Sci_Pract/PMC5818742.nxml,"Kelly Gonzales was the Principal Investigator (PI), completed all aspects of data collection in the field and served as primary writer and final editor of all drafts of this paper.",data
Obes_Sci_Pract/PMC5818742.nxml,Ginny Garcia completed analysis and reporting of the data and prepared the text for  Methods  and  Results  sections of this paper.,analysis;data
Obes_Sci_Pract/PMC5818742.nxml,"Clemma Mueller, Lonnie Nelson and Spero Manson all played major roles in developing the design of the study, including development of the specific aims, research design and data collection tools and protocols.",data;design
Obes_Sci_Pract/PMC5818738.nxml,"The authors would like to acknowledge the assistance of Alison Teyhan, who provided statistical advice, and Christine Delisle, who provided feedback on language and content.",statistical
Obes_Sci_Pract/PMC5893468.nxml,We also thank Dr. Thomas A. Wadden and Dr. Ronette Kolotkin for their thoughtful input into the design of this study.,design
Obes_Sci_Pract/PMC5478811.nxml,"We would like to thank Sara Kovacs, Meghan McGuire, Robert Kowalsky, Matthew O'Dell, Katherine Collins, Shawn Raybuck, Marissa Marcin, Pat Donahue and Melissa Vendetti for their help with recruitment, data collection, intervention sessions and exercise supervision.",data
Obes_Sci_Pract/PMC6009991.nxml,"In addition, database programmer, Jennifer Andringa, BA; data specialist, Carolyn Powers, BS, RD, CCDM; SAS programmer, Yahong Liu, MS; manager, Rachel Akers, MPH, CCDM; and Director, Eileen King, PhD, with the POWER Data Coordinating Center in the Division of Biostatistics and Epidemiology, CCHMC, have made important contributions to the management of the POWER data.",data
Obes_Sci_Pract/PMC6009988.nxml,"Arrixaca’ University Children's Hospital, University of Murcia, Spain); U Keil* (Institut für Epidemiologie und Sozialmedizin, Universität Münster, Germany); CKW Lai* (Department of Medicine and Therapeutics, The Chinese University of Hong Kong, SAR China); J Mallol* (Department of Paediatric Respiratory Medicine, University of Santiago de Chile, Chile); EA Mitchell (Department of Paediatrics: Child and Youth Health, Faculty of Medical and Health Sciences, The University of Auckland, New Zealand); S Montefort* (Department of Medicine, University of Malta, Malta), J Odhiambo† (Centre Respiratory Diseases Research Unit, Kenya Medical Research Institute, Nairobi, Kenya); N Pearce (Department of Medical Statistics, Faculty Epidemiology and Public Health, London School of Hygiene and Tropical Medicine, London, UK); CF Robertson (Murdoch Children's Research Institute, Melbourne, Australia); AW Stewart (Population Health, Faculty of Medical and Health Sciences, The University of Auckland, New Zealand); D Strachan (Division of Community Health Sciences, St Georges, University of London, London, UK); E von Mutius (Ludwig Maximilians University, Germany); SK Weiland† (Institute of Epidemiology, University of Ulm, Germany); G Weinmayr (Institute of Epidemiology and Medical Biometry, University of Ulm, Germany); H Williams (Centre for Evidence Based Dermatology, Queen's Medical Centre, University Hospital, Nottingham, UK); G Wong (Department of Paediatrics, Prince of Wales Hospital, Hong Kong, SAR China).",statistics
Obes_Sci_Pract/PMC6009989.nxml,"We also acknowledge Peter Hanna, Stephanie Browning and Maie Lee for assistance with data collection and Allison Sypher for assistance with data coding.",data
Obes_Surg/PMC2850994.nxml,We would like to acknowledge the generous contribution of Paul G. Shekelle to the design of our project and critical review of the analysis.,analysis;design
Obes_Surg/PMC3215889.nxml,"We thank Berit Mossing Bjørkås for assisting with sampling and logistics, Line Kristin Johnson for collecting dietary and activity data, and Matthew McGee for proofreading the manuscript.",data
Obes_Surg/PMC3560940.nxml,"We are grateful for expert surgical consultation from M Fried, First Faculty of Medicine, Charles University, Prague, Czech Republic; study advice from K Haas, Medical Education, Ethicon Endo-Surgery, Cincinnati, OH, USA; and statistical consultation from J Jokinen, Johnson & Johnson Consumer Products, Fort Washington, Pennsylvania, USA; and TW McGlennon, Director, Statistical Analysis and Quality of Life Assessment, McGlennon MotiMetrics (M3), WI, USA.",analysis;statistical
Obes_Surg/PMC3671103.nxml,"J. Amrhein is an employee of McDougall Scientific Ltd., which received payment from Allergan for statistical support.",statistical
Obes_Surg/PMC3916703.nxml,"J.N. Buchwald is Director and Chief Scientific Research Writer at Medwrite LLC, Wisconsin, USA, and T.W. McGlennon is Director, Statistical Analysis and Quality of Life Assessment, McGlennon MotiMetrics (M3), Wisconsin, USA, both CROs under contract with Ethicon.",analysis;statistical
Obes_Surg/PMC4274365.nxml,"We thank Dr. Solano (Quirón, Zaragoza) and Dr. Lago (Quirón, Palma de Mallorca) for providing support in data collection and Javier Sánchez for statistical analysis.",analysis;data;statistical
Obes_Surg/PMC4498278.nxml,"Authors thank Ana Turk, MSc for statistical support, Elisabeth Burdukova, MD, MSc, Daniel Adam, MSc, Laura Geissler, MSc and Farhang Modaresi, MD, MSc for support with the surgical volume data and tariff analysis.",analysis;data;statistical
Obes_Surg/PMC4498278.nxml,"Authors also thank Rongrong Zhang, MSc for data collection and Mattias Kyhlstedt for valuable comments.",data
Obes_Surg/PMC4522033.nxml,"The authors want to express their gratitude to the patients for their unselfish collaboration, to Lluis Jover, PhD (Unitat de Bioestadística, Departament de Salut Pública, Universitat de Barcelona) for his expert statistical advice, to John D Brannan, PhD (Sydney, Australia) for his insightful comments, and to Maribel Diaz, PhD (Hospital Clínic), Marc Pino, RT (Hospital Clínic) and Patricia Molina, RT (Hospital Clínic) and Mónica Vilà-Ubach, RT (Hospital del Mar) for the quality of the measurements of systemic and exhaled biomarkers.",statistical
Obes_Surg/PMC4559572.nxml,"We thank Linda Mathisen and Marianne Sæter for their assistance with patient logistics, Morten Fagerland for statistical help, and Matthew McGee for proofreading the manuscript.",statistical
Obes_Surg/PMC5306243.nxml,We would like to thank Dr. Alamgir Khan for his excellent assistance in performing plasma ELISA assays at the Australian Proteome Analysis Facility and the infrastructure provided by the Australian Government through the National Collaborative Research Infrastructure Strategy (NCRIS).,analysis;elisa
Obes_Surg/PMC5339332.nxml,We would also like to thank Ralph Highnam PhD for providing the Volpara software and both Ralph Highnam PhD and Ariane Chan PhD for their helpful feedback and review of the manuscript.,software
Obes_Surg/PMC5339319.nxml,I would like to thank Jelmer Van Den Bossche for his important assistance for the data gathering and Amber Salomons for her assistance in the analyses of the data and for the manuscript preparation.,analyses;data
Obes_Surg/PMC5403843.nxml,Special thanks to Hege Tevik Bjøru for help with recruitment of participants and to Turid Follestad for help regarding statistical analysis.,analysis;statistical
Obes_Surg/PMC5403855.nxml,"We would also like to thank Alexandra Kaider for the statistical input and, last but not least, the bariatric patients who participated in this study.",statistical
Obes_Surg/PMC5403839.nxml,We would like to thank E. Tromp for helping with the data-analysis and O. Tettero for providing the data.,data
Obes_Surg/PMC5423994.nxml,"We are grateful to Florian Klinglmüller from the Medical Statistics Department of the Medical University of Vienna for providing consultancy on statistical analysis issue, to Lilliana Ionasz and Erika Nowotny for their excellent technical assistance in performing the ELISAs, and to Dr. Monika Gräßl for help with recruiting the lean patients.",analysis;statistical;statistics
Obes_Surg/PMC5509820.nxml,"By-Band-Sleeve Trial Management Group: Jane Blazeby (Chief Investigator), University of Bristol; Richard Welbourn (Surgical Lead), Musgrove Park Hospital; James Byrne (Surgical Expertise), Southampton University Hospitals NHS Trust; Barnaby C. Reeves (Methodologist Lead), University of Bristol; Sarah Wordsworth (Health Economics Lead), University of Oxford; Robert C. Andrews (Endocrinology Lead), University of Exeter; Janice L. Thompson (Nutritional Lead), University of Birmingham; Graziella Mazza (Trial Manager), University of Bristol; Chris A. Rogers (Statistical Lead), University of Bristol.",statistical
Obes_Surg/PMC5778170.nxml,"Thank you to Elisabeth Gramatkovski for invaluable help with the iodine analyses, to Stella Nakate for assistance in the WHO MONICA project and to Ass Prof Carl-Johan Behre who established contact with the SOS study group.",analyses
Obes_Surg/PMC6018591.nxml,"The following surgeon also contributed to data collection: Mr. Nicholas Penney, MBBS.",data
Obesity_(Silver_Spring)/PMC3270297.nxml,"We gratefully acknowledge the assistance of consultants and advisory board members for the input into the initial design of the study: Nancy J. Bohannon (California Pacific Medical Center, St Luke's Campus); Arthur Frank (George Washington University, Washington, DC); David G. Orloff (Medpace, Cincinnati, OH); F. Xavier Pi-Sunyer (Columbia University College of Physicians and Surgeons, New York, NY); Donna H. Ryan (Pennington Biomedical Research Center, Baton Rouge, LA); Thomas A. Wadden (University of Pennsylvania School of Medicine, Philadelphia, PA).",design
Obesity_(Silver_Spring)/PMC3270297.nxml,"Finally, we thank Dr Kyle Grimes of the University of Alabama at Birmingham who offered additional editorial comments and Dr Lloyd Edwards of the University of North Carolina, Chapel Hill who checked and confirmed all of our statistical results.",statistical
Obesity_(Silver_Spring)/PMC3981958.nxml,We wish to thank Julie Foley at NIEHS Pathology Core for performing H&E staining on WAT.,staining
Obesity_(Silver_Spring)/PMC3383904.nxml,"We thank Theresa Sikorski and staff at the Freimann Life Science Center, University of Notre Dame, for assistance with animal care.",animal
Obesity_(Silver_Spring)/PMC3428606.nxml,"Appreciation is expressed to Lora G. Roba, Vida Rostami, Lauren Angelucci, Nicole Gens, and Caitlin Hart for data collection and data entry and assisting in the implementation of protocol.",data
Obesity_(Silver_Spring)/PMC3343346.nxml,We thank Trevino Larry for transfer of CT scan data.,data;scan
Obesity_(Silver_Spring)/PMC3346885.nxml,"We would also thank Andrew Cooper, Ji Young Li, Frederick Rademaker and Irene B. Helenowski for their assistance in the statistical analysis of our data.",analysis;data;statistical
Obesity_(Silver_Spring)/PMC3458203.nxml,"Randy Mar, Cameron Hopgood, and the Ottawa Police Service are gratefully acknowledged for the crime data used in this research.",data
Obesity_(Silver_Spring)/PMC3473097.nxml,"We thank Amanda Terry, Kimberly Watson, and Patrick Scanlon for data collection and entry; Dr. Rusan Chen for his statistical guidance; and Ms. Coleen Lucas, Dr. Kirsten Hawkins, and the staff of the Wellness Clinic at H.D Woodson High School in Washington, DC, for participant recruitment and data collection efforts.",data;statistical
Obesity_(Silver_Spring)/PMC4820081.nxml,Rafael Perera advised on statistical methods.,statistical
Obesity_(Silver_Spring)/PMC3500572.nxml,"The authors thank Taren B. Spence, RD for study data collection, Charles DeMarcus Keil for data entry, and VUIIS MR technologists, Robin Avison and Donna Butler, for MR scanning support.",data;scanning
Obesity_(Silver_Spring)/PMC3748182.nxml,"Antony Wright (MRC Epidemiology Unit, Cambridge) is acknowledged for expert advice on the processing of the DLW data.",data
Obesity_(Silver_Spring)/PMC3690173.nxml,"The authors would like to thank Dr Alan Flint (School of Public Health, Harvard University) for his help with the analysis using NHANES data.",analysis;data
Obesity_(Silver_Spring)/PMC3732502.nxml,K. Cianflone holds a Canada Research Chair in Adipose Tissue.,tissue
Obesity_(Silver_Spring)/PMC3732502.nxml,"We also thank Janet Peerson for expert advice on the statistical analysis of the data, and Melanie Cianflone for manuscript preparation.",analysis;data;statistical
Obesity_(Silver_Spring)/PMC3731401.nxml,"We thank Dr. Michael Jensen, Charles Ford, and Jaime Gransee at the Mayo Clinic for assistance with the deuterium analyses, and Dr. Barbara McCloskey at Thomas Jefferson University for assistance with the 25(OH)D assays.",analyses
Obesity_(Silver_Spring)/PMC3692609.nxml,We thank Dr. Louis Aronne for his insightful advice and Dermot Haughey for participation in NMR data analysis.,analysis;data
Obesity_(Silver_Spring)/PMC3484178.nxml,Daniel McConnell  (Central Ligand Assay Satellite Services).,assay
Obesity_(Silver_Spring)/PMC3484202.nxml,We would also like to thank Grace Meers for her help with the MPO and PON-1 assays and undergraduate and graduate students that helped with data collection.,data
Obesity_(Silver_Spring)/PMC3605748.nxml,"Elvira Dabaghyan, Hope Thomas, Kisha Harden, Andrew Hill, Kenya Fain, Crystal Johnson-Honesty, Cynthia Drummond, Shanell Harrison and Sarah Wildrick provided expert assistance with genotyping or data collection and management.",data
Obesity_(Silver_Spring)/PMC3605748.nxml,"We would also like to thank Smari Kristinsson, Larus Arni Hermannsson and Asbjörn Krisbjörnsson of Raförninn ehf for their extensive software design and contribution.",design;software
Obesity_(Silver_Spring)/PMC3602310.nxml,We thank Dr. Gary Wand for his thoughtful review of our analyses and manuscript.,analyses
Obesity_(Silver_Spring)/PMC3630236.nxml,"Members of the clinical research staff, specifically Ms. Faye Riestenberg and Ms. Julie Koumoutsos, the Surgical Weight Loss Program for Teens clinical staff, and the Teen-LABS data coordinating center staff are hereby recognized for their considerable contributions.",data
Obesity_(Silver_Spring)/PMC3742665.nxml,"The authors gratefully acknowledge Nancy Davenport-Sis, Amy Hawley, and the support of researchers and staff at the Waisman Center, University of Wisconsin-Madison, for their assistance in recruitment, data collection, and data analysis.",analysis;data
Obesity_(Silver_Spring)/PMC3742678.nxml,"The authors would like to thank Renee Traub-Workman and Donna Foster for expert animal handling, Jason P. Yun for assistance performing experiments, G. Esteban Fernandez for assistance with microscopy, Jemily Malvar for statistical help, and Robertson Parkman for valuable critique of the manuscript.",animal;microscopy;statistical
Obesity_(Silver_Spring)/PMC3742692.nxml,"Appreciation is expressed to Lora G. Roba, Vida Rostami, Lauren Angelucci, Nicole Gens and Caitlin Hart for data collection and data entry and assisting in the implementation of protocol.",data
Obesity_(Silver_Spring)/PMC3660472.nxml,"I thank Nicholas Knuth, Darcy Johannsen, Eric Ravussin, and Robert Huizenga for their assistance in collecting the previously published data used in this study.",data
Obesity_(Silver_Spring)/PMC4180782.nxml,"NKp46-Cre mice provided by Dr. Eric Vivier, Centre d’Immunologie de Marseille-Luminy, Marseille, France, and INSERM, Paris, France.",mice
Obesity_(Silver_Spring)/PMC3735638.nxml,"Mst heterozygous male and female mice were obtained from Dr. S-J Lee; Department of Molecular Biology and Genetics, Johns Hopkins University School of Medicine, Baltimore, MD.",mice
Obesity_(Silver_Spring)/PMC3752308.nxml,"The authors also acknowledge Allison Lindquist, MPH for her contribution to the literature review, Claire Margerision-Zilko, PhD for her contribution to data management and Alan Hubbard, Phd for statistical consultation.",data;statistical
Obesity_(Silver_Spring)/PMC3695413.nxml,We thank Mr. Richard Merkel and Mr. Ray Lowery for their assistance with data analyses.,analyses;data
Obesity_(Silver_Spring)/PMC4265207.nxml,"Also, we thank Karol Estrada and Carolina Medina-Gomez for their support in creation and analysis of imputed data.",analysis;data
Obesity_(Silver_Spring)/PMC3630476.nxml,"* (Steering Committee Chair), J. Brown, B. Creighton, M. Faith, E.G. Ford, H. Glick, S. Kumanyika, J. Nachmani, L. Rosen, S. Sherman, S. Solomon, A. Virus, S. Volpe, S. Willi  University of California at Irvine:  D. Cooper*, S. Bassin, S. Bruecker, D. Ford, P. Galassetti, S. Greenfield, J. Hartstein, M. Krause, N. Opgrand, Y. Rodriguez, M. Schneider  University of North Carolina at Chapel Hill:  J. Harrell*, A. Anderson, T. Blackshear, J. Buse, J. Caveness, A. Gerstel, C. Giles, W. Hall, A. Jessup, P. Kennel, R. McMurray, AAM.",virus
Obesity_(Silver_Spring)/PMC3739931.nxml,"The authors thank Holly Maier, PhD (Orexigen Therapeutics, Inc., La Jolla, California; currently affiliated with ARIAD Pharmaceuticals, Inc., Cambridge, Massachusetts, USA) for medical writing support, Terry Rees, Massachusetts, USA (Orexigen Therapeutics, Inc., La Jolla, California, USA) for statistical and programming support, as well as all clinical research staff and participants for their dedication.",statistical
Obesity_(Silver_Spring)/PMC3695407.nxml,"Special thanks to Connie Murla and Aimee Stewart for data management, as well as the many clinical scientists and staff of the Pennington Biomedical Research Center who have contributed data to the development of the Pennington Center Longitudinal Study.",data
Obesity_(Silver_Spring)/PMC3676725.nxml,We wish to thank Ms. Regina Courtney for her excellent laboratory assistance in sample handling and preparation.,sample
Obesity_(Silver_Spring)/PMC3947437.nxml,"Dustin Tracy: Mr. Tracy was responsible for analysis and interpretation of the data, critical revision of the manuscript for important intellectual content, and statistical analysis.",analysis;data;statistical
Obesity_(Silver_Spring)/PMC3695405.nxml,Daniel McConnell  (Central Ligand Assay Satellite Services).,assay
Obesity_(Silver_Spring)/PMC3689848.nxml,The assistance of Jacob Wulff in statistical analysis of the data is gratefully acknowledged.,analysis;data;statistical
Obesity_(Silver_Spring)/PMC3769476.nxml,"Dr. Yi Zhang is the guarantor of this work, had full access to all the data, and takes full responsibility for the integrity of the data and the accuracy of the data analysis.",analysis;data
Obesity_(Silver_Spring)/PMC3758415.nxml,"Karla M. Pires and Olesya Ilkun performed the experiments, researched data and carried out data analysis.",analysis;data
Obesity_(Silver_Spring)/PMC3758415.nxml,"Sihem Boudina designed the study, performed some experiments, research data, analyzed data and wrote the manuscript.",data
Obesity_(Silver_Spring)/PMC3722271.nxml,We would like to thank Yung Lai and Zhiwei Wang at the University of Texas San Antonio Computational Biology Initiative High Performance Computing Center for their development of the software to code the lickometer data.,data;software
Obesity_(Silver_Spring)/PMC3869892.nxml,Special acknowledgment is due Ronald R. Rindfuss and Barbara Entwisle for assistance in the original design.,design
Obesity_(Silver_Spring)/PMC3968217.nxml,"* (Steering Committee Chair), J. Brown, B. Creighton, M. Faith, E.G. Ford, H. Glick, S. Kumanyika, J. Nachmani, L. Rosen, S. Sherman, S. Solomon, A. Virus, S. Volpe, S. Willi  University of California at Irvine:  D. Cooper*, S. Bassin, S. Bruecker, D. Ford, P. Galassetti, S. Greenfield, J. Hartstein, M. Krause, N. Opgrand, Y. Rodriguez, M. Schneider  University of North Carolina at Chapel Hill:  J. Harrell*, A. Anderson, T. Blackshear, J. Buse, J. Caveness, A. Gerstel, C. Giles, W. Hall, A. Jessup, P. Kennel, R. McMurray, A-M. Siega-Riz, M. Smith, A. Steckler, A. Zeveloff  University of Pittsburgh:  M.D. Marcus*, M. Carter, S. Clayton, B. Gillis, K. Hindes, J. Jakicic, R. Meehan, R. Noll, J. Vanucci, E. Venditti  University of Texas Health Science Center at San Antonio:  R. Treviño*, A. Garcia, D. Hale, A. Hernandez, I. Hernandez, C. Mobley, T. Murray, J. Stavinoha, K. Surapiboonchai, Z. Yin  Coordinating Center 
 George Washington University:  K. Hirst*, K. Drews, S. Edelstein, L. El ghormli, S. Firrell, M. Huang, P. Kolinjivadi, S. Mazzuto, T. Pham, A. Wheeler  Project Office 
 National Institute of Diabetes and Digestive and Kidney Diseases:  B. Linder*, C. Hunter, M. Staten  Central Biochemistry Laboratory 
 University of Washington Northwest Lipid Metabolism and Diabetes Research Laboratories:  S.M. Marcovina",virus
Obesity_(Silver_Spring)/PMC3969862.nxml,Authors offer their sincere gratitude to Ed Zuniga and Edgardo Paredes for their gentle care and treatment of the experimental animals and to Dr. Erlinda Kirkman for her expert veterinary care and advice.,animals
Obesity_(Silver_Spring)/PMC3954963.nxml,"Rebecca Pearl was involved in the design of this specific study, the planning and execution of the data analysis and interpretation, and held primary responsibility for writing the manuscript.",analysis;data;design
Obesity_(Silver_Spring)/PMC3954963.nxml,"Marney White was involved in the design of the study, acquisition of the data and creation of the database, editing of drafts of the manuscript, and approval of the final manuscript.",data;design
Obesity_(Silver_Spring)/PMC3954963.nxml,"Carlos Grilo was involved in the design of the study, acquisition of the data and creation of the database, editing of drafts of the manuscript, and approval of the final manuscript.",data;design
Obesity_(Silver_Spring)/PMC4224976.nxml,We would also like to thank Talya Ladell and Mohammed Sharafi for contributions to preliminary data analysis.,analysis;data
Obesity_(Silver_Spring)/PMC3883809.nxml,Soon Kim 1  for her assistance with fiber type and lipid quantification and to Mary Gaston 1  for her assistance with cell culture experiments.,cell;culture
Obesity_(Silver_Spring)/PMC3883809.nxml,"We also acknowledge expert technical assistance of Dr. Kevin Conley (University of Washington), Mr. Randy Neiderhofer 1  and Mr. Randall Dean 1  for their focus and precision in the conduct of the MRS studies and Mrs. Kori Murray 1  in the PBRC Imaging Core.",imaging
Obesity_(Silver_Spring)/PMC3809343.nxml,We would like to thank Dr. Susanna Keller at the UVA Animal and Cell Characterization Core for assistance with the insulin ELISA.,animal;cell;elisa
Obesity_(Silver_Spring)/PMC3947414.nxml,"Special acknowledgment is given to Ronald R. Rindfuss and Barbara Entwisle, of the University of North Carolina at Chapel Hill, for assistance in the original design.",design
Obesity_(Silver_Spring)/PMC3815500.nxml,"Appreciation is expressed to Lora G. Roba, Vida Rostami, Lauren Angelucci, Nicole Gens, Caitlin Hart and Kirstie Clune for data collection and data entry and assisting in the implementation of protocol.",data
Obesity_(Silver_Spring)/PMC3880391.nxml,"Wendy Chung and Rudy Leibel conceived and carried out experiments, and were involved in study design.",design
Obesity_(Silver_Spring)/PMC3880391.nxml,"Marisa Censani and Ilene Fennoy were involved in study design, data collection, data analysis, data interpretation, and literature search.",analysis;data;design
Obesity_(Silver_Spring)/PMC3880391.nxml,"Rushika Conroy was involved in study design, data collection and literature search.",data;design
Obesity_(Silver_Spring)/PMC3880391.nxml,Sharon Oberfield was involved in study design.,design
Obesity_(Silver_Spring)/PMC3880391.nxml,Donald McMahon was involved in study design and data analysis.,analysis;data;design
Obesity_(Silver_Spring)/PMC3880391.nxml,Dr. Jeffrey Zitsman performed all the surgeries and was involved in study design.,design
Obesity_(Silver_Spring)/PMC3815705.nxml,"We are indebted to the following individuals for their contributions to the design and/or conduct of the study: Amy L. Muzaffar, MD (Study Physician); Andrea Blonstein, MBA, RD and Rachel Press, BA (Lifestyle Coaches); Veronica Luna, BS (Project Coordinator); Alicia Geurts, BS, Elizabeth Jameiro, MD, and Debbie Miller, MBA (Research Assistants); and Qiwen Huang, MS, (assistance with data analysis).",analysis;data;design
Obesity_(Silver_Spring)/PMC3815705.nxml,"We also wish to thank the E-LITE Data and Safety Monitoring Board (Phil Lavori, PhD; Kimberly Buss, MD; and Deborah Greenwood, MEd, CNS, BC-ADM, CDE) and the Diabetes Prevention Support Center (DPSC) of the University of Pittsburgh for training and support in the Group Lifestyle Balance program from which the current program was derived.",data
Obesity_(Silver_Spring)/PMC3819404.nxml,"The authors would like to acknowledge Kori Murray and the staff of the Biomedical Imaging Core at the Pennington Biomedical Research Center, especially Brittany Inlow, Blanca Desharnais, and Julia St. Amant for their efforts in measuring DXA VAT.",imaging
Obesity_(Silver_Spring)/PMC3819404.nxml,"Thanks also to Emily Mire for data management, as well as the many clinical scientists and staff of the Pennington Biomedical Research Center who have contributed data to the development of the Pennington Center Longitudinal Study.",data
Obesity_(Silver_Spring)/PMC4007379.nxml,"Claudia Huerta and Pooja Sarkar performed the literature searches, selected the data subsets and carried out the meta-analyses.",data
Obesity_(Silver_Spring)/PMC3968182.nxml,We thank Dr. Susan Fried for initiating adipokine secretion studies in adipose tissue.,tissue
Obesity_(Silver_Spring)/PMC3947647.nxml,We are thankful to Dr. Graeme Bell for allowing us access to the mouse metabolic core facility.,mouse
Obesity_(Silver_Spring)/PMC3996845.nxml,"The author thanks Emily Kelso for HPLC analysis of samples, Joyce Power and Jessica Davenport for assistance with surgeries, tissue collection and analysis and Dr Timothy Bartness, Georgia State University, for discussion of data.",analysis;data;hplc;tissue
Obesity_(Silver_Spring)/PMC4008658.nxml,We acknowledge the efforts of Ms. Emily Mire for data management; Ms. Amber Dragg and the clinical staff for data collection; and Pennington Biomedical Imaging Core for analysis of MRI and DXA data.,analysis;data;imaging
Obesity_(Silver_Spring)/PMC4265245.nxml,"Authors thank Ms. C. Osawa for excellent technical assistance, Ms. Kanako Ohtani for secretarial assistance, and the members of the Kitamura lab for constructive discussions of the data.",data
Obesity_(Silver_Spring)/PMC3980195.nxml,A. Nestor-Kalinoski provided image collection and helped analyze laser scanning confocal microscopy images.,microscopy;scanning
Obesity_(Silver_Spring)/PMC3980195.nxml,S. Ghosh-Lester and Lucia Russo provided adipose tissue from 4.5 and 4 month-feeding experiments respectively.,tissue
Obesity_(Silver_Spring)/PMC3980195.nxml,"S. M. Najjar provided the use of CeDER facilities, breeding pairs of  Cc1 −/−  mice, design of feeding experiments, contributed to scientific discussion, and edited/reviewed the manuscript.",design;mice
Obesity_(Silver_Spring)/PMC3980195.nxml,"H. von Grafenstein contributed to scientific discussion, data interpretation, and manuscript writing/review.",data
Obesity_(Silver_Spring)/PMC3980195.nxml,"M. F. McInerney oversaw the work, including its conception and study design, analyzed data, led scientific discussions and wrote/reviewed/edited the manuscript.",data;design
Obesity_(Silver_Spring)/PMC4149596.nxml,We thank Markku Kauppinen for expert advice concerning statistical data analysis.,analysis;data;statistical
Obesity_(Silver_Spring)/PMC4114988.nxml,"We thank Dr. Neelima Gonugunta for editorial assistance, Jennifer Terrebone for help with the metabolic cages, and Dr. Barry Roberts and his staff for help with care of animals.",animals
Obesity_(Silver_Spring)/PMC4115036.nxml,We would like to thank Stephanie Castillo who helped with data collection.,data
Obesity_(Silver_Spring)/PMC4111631.nxml,Jodi Cahill Holland carried out all data analysis and data interpretation and wrote the manuscript.,analysis;data
Obesity_(Silver_Spring)/PMC4111631.nxml,Ken Schectman approved all statistical analyses.,analyses;statistical
Obesity_(Silver_Spring)/PMC4111631.nxml,The authors would like to thank Mary Bednarski and Michael Wallendorf for their contributions on management of the data.,data
Obesity_(Silver_Spring)/PMC4114995.nxml,"Zhaoxue Yin conducted the field survey and data analysis, and drafted and revised the manuscript.",analysis;data
Obesity_(Silver_Spring)/PMC4114995.nxml,Virginia B. Kraus and Melanie Sereny Brasher help conduct data analysis and critically revised this manuscript.,analysis;data
Obesity_(Silver_Spring)/PMC4149594.nxml,"The authors thank Courtney Tiemann and Beth Henk for help with subject recruitment and dietary counseling, Ioana Gruchevska, Jennifer Shew, Freida Custodio and Janine Kampleman for their technical assistance, Kenneth Schechtman for statistical support, the staff of the Clinical Research Unit for their help in performing the studies, and the study subjects for their participation.",statistical
Obesity_(Silver_Spring)/PMC4149594.nxml,D. Bradley and S. Klein had full access to all the data in the study and take responsibility for the integrity of the data and the accuracy of the data analysis.,analysis;data
Obesity_(Silver_Spring)/PMC4115016.nxml,I would like to thank Dr. Eric Stice for access to his dataset for the analyses presented in this manuscript.,analyses
Obesity_(Silver_Spring)/PMC4149603.nxml,NPD coded self-monitoring data; KEM re-coded a subset of this data to assess inter-rater agreement.,data
Obesity_(Silver_Spring)/PMC4180803.nxml,Annemarie Hirsch had full access to all data in the study and takes responsibility for the integrity of the data and the accuracy of the data analysis.,analysis;data
Obesity_(Silver_Spring)/PMC4180803.nxml,G Craig Wood conducted and is responsible for the data analysis.,analysis;data
Obesity_(Silver_Spring)/PMC4361051.nxml,"The authors thank David Withers (Cambridge University, Institute of Metabolic Sciences, Cambridge, UK) for performing the DNA analysis.",analysis;dna
Obesity_(Silver_Spring)/PMC4327849.nxml,"Raj conceived the hypothesis; Raj, Wing, and Yang wrote the manuscript; Yang, Teal, and Tao performed the data analysis; Sankar Navaneethan, Akinlolu Ojo, Nicolas N. Guzman, Muredach Reilly, Melanie Wolman MPH, Sylvia E. Rosas, Magda Cuevas, Michael Fischer, Eva Lustigova, Stephen R. Master, Dawei Xie, Dina Appleby, Marshall Joffe, John Kusek, and Harold I Feldman reviewed and edited the manuscript and approve the final version of the manuscript.",data
